Categorie,Francais,Image_a_chercher,Icone_openmoji,Hexcode,Emoji,Type_correspondance,Qualite
Adjectifs courants,plein,full,face savoring food,1F60B,😋,tag,bon
Adjectifs courants,vide,empty,empty nest,1FAB9,🪹,tag,bon
Adjectifs courants,facile,easy,cooking,1F373,🍳,tag,bon
Adjectifs courants,difficile,difficult,yin yang,262F,☯️,tag,bon
Adjectifs courants,rapide,fast,dashing away,1F4A8,💨,tag,bon
Adjectifs courants,lent,slow,sloth,1F9A5,🦥,tag,bon
Adjectifs courants,fort,strong,flexed biceps,1F4AA,💪,tag,bon
Adjectifs courants,faible,weak,down arrow,2B07,⬇️,override,bon
Adjectifs courants,lourd,heavy,anchor,2693,⚓️,override,approximatif
Adjectifs courants,léger,light (weight),feather,1FAB6,🪶,override,bon
Adjectifs courants,dur,hard,gem stone,1F48E,💎,override,approximatif
Adjectifs courants,mou,soft,soft ice cream,1F366,🍦,tag,bon
Adjectifs courants,bon,good,saluting face,1FAE1,🫡,tag,bon
Adjectifs courants,mauvais,bad,thumbs down,1F44E,👎️,tag,bon
Adjectifs courants,meilleur,better,thumbs up,1F44D,👍️,override,bon
Adjectifs courants,important,important,red exclamation mark,2757,❗️,override,approximatif
Adjectifs courants,utile,useful,wrench,1F527,🔧,override,bon
Adjectifs courants,dangereux,dangerous,derelict house,1F3DA,🏚️,tag,bon
Adjectifs courants,bruyant,noisy,speaker high volume,1F50A,🔊,override,bon
Adjectifs courants,silencieux,silent,shushing face,1F92B,🤫,tag,bon
Adjectifs courants,ouvert,open,grinning face with big eyes,1F603,😃,tag,bon
Adjectifs courants,fermé,closed,grinning squinting face,1F606,😆,tag,bon
Adjectifs courants,correct,correct,oncoming fist,1F44A,👊,tag,bon
Adjectifs courants,faux,wrong / false,multiply,2716,✖️,tag,bon
Adjectifs courants,vrai,true,hundred points,1F4AF,💯,tag,bon
Adjectifs courants,simple,simple,simple,E24C,,annotation,bon
Adjectifs courants,compliqué,complicated,sad but relieved face,1F625,😥,tag,bon
Adjectifs courants,moderne,modern,television,1F4FA,📺️,tag,bon
Adjectifs courants,ancien,old / former,older person,1F9D3,🧓,tag,bon
Adjectifs courants,différent,different,,,,abstrait,sans image
Adjectifs courants,pareil,same / similar,,,,abstrait,sans image
Adjectifs courants,principal,main,,,,abstrait,sans image
Adjectifs courants,normal,normal,check mark button,2705,✅️,override,approximatif
Adjectifs courants,bizarre,weird,alien,1F47D,👽️,override,bon
Adverbes et connecteurs,très,very,,,,abstrait,sans image
Adverbes et connecteurs,trop,too much,,,,abstrait,sans image
Adverbes et connecteurs,beaucoup,a lot,,,,abstrait,sans image
Adverbes et connecteurs,peu,little / few,pinching hand,1F90F,🤏,tag,bon
Adverbes et connecteurs,assez,enough / rather,,,,abstrait,sans image
Adverbes et connecteurs,presque,almost,,,,abstrait,sans image
Adverbes et connecteurs,encore,again / still,repeat button,1F501,🔁,override,bon
Adverbes et connecteurs,déjà,already,,,,abstrait,sans image
Adverbes et connecteurs,rarement,rarely,,,,abstrait,sans image
Adverbes et connecteurs,ici,here,person raising hand,1F64B,🙋,tag,bon
Adverbes et connecteurs,là,there,,,,abstrait,sans image
Adverbes et connecteurs,là-bas,over there,,,,abstrait,sans image
Adverbes et connecteurs,partout,everywhere,,,,abstrait,sans image
Adverbes et connecteurs,ensemble,together,palms up together,1F932,🤲,tag,bon
Adverbes et connecteurs,seul,alone,,,,abstrait,sans image
Adverbes et connecteurs,aussi,also / too,,,,abstrait,sans image
Adverbes et connecteurs,mais,but,,,,abstrait,sans image
Adverbes et connecteurs,donc,so / therefore,,,,abstrait,sans image
Adverbes et connecteurs,alors,so / then,,,,abstrait,sans image
Adverbes et connecteurs,parce que,because,,,,abstrait,sans image
Adverbes et connecteurs,pourquoi,why,,,,abstrait,sans image
Adverbes et connecteurs,comment,how,,,,abstrait,sans image
Adverbes et connecteurs,quand,when,,,,abstrait,sans image
Adverbes et connecteurs,où,where,,,,abstrait,sans image
Adverbes et connecteurs,combien,how much / many,,,,abstrait,sans image
Ados et vie sociale,l'ami,friend,busts in silhouette,1F465,👥,tag,bon
Ados et vie sociale,le copain,friend / boyfriend,busts in silhouette,1F465,👥,tag,bon
Ados et vie sociale,le meilleur ami,best friend,handshake,1F91D,🤝,override,bon
Ados et vie sociale,la fête,party,party popper,1F389,🎉,override,bon
Ados et vie sociale,la soirée,evening party,party popper,1F389,🎉,override,bon
Ados et vie sociale,la sortie,outing,person walking,1F6B6,🚶,override,bon
Ados et vie sociale,le rendez-vous,appointment / date,calendar,1F4C5,📅,override,bon
Ados et vie sociale,l'influenceur,influencer,mobile phone,1F4F1,📱,override,bon
Ados et vie sociale,la tendance,trend,chart increasing,1F4C8,📈,override,bon
Ados et vie sociale,la mode,fashion,ribbon,1F380,🎀,tag,bon
Ados et vie sociale,le look,look / style,eyes,1F440,👀,tag,bon
Ados et vie sociale,l'indépendance,independence,triangular flag,1F6A9,🚩,override,bon
Ados et vie sociale,l'avenir,future,crystal ball,1F52E,🔮,override,bon
Ados et vie sociale,le projet,project / plan,clipboard,1F4CB,📋️,override,bon
Ados et vie sociale,le rêve,dream,thought balloon,1F4AD,💭,tag,bon
Ados et vie sociale,l'objectif,goal,bullseye,1F3AF,🎯,override,bon
Ados et vie sociale,la motivation,motivation,flexed biceps,1F4AA,💪,override,bon
Ados et vie sociale,la réussite,success,trophy,1F3C6,🏆️,override,bon
Ados et vie sociale,l'échec,failure,cross mark,274C,❌️,override,bon
Ados et vie sociale,le choix,choice,shuffle tracks button,1F500,🔀,override,bon
Ados et vie sociale,la décision,decision,thinking face,1F914,🤔,override,bon
Ados et vie sociale,la responsabilité,responsibility,briefcase,1F4BC,💼,override,bon
Salutations et expressions courantes,bonjour,hello / good morning,waving hand,1F44B,👋,tag,bon
Salutations et expressions courantes,bonsoir,good evening,sunset,1F307,🌇,override,bon
Salutations et expressions courantes,salut,hi / bye (informal),waving hand,1F44B,👋,tag,bon
Salutations et expressions courantes,au revoir,goodbye,waving hand,1F44B,👋,tag,bon
Salutations et expressions courantes,à bientôt,see you soon,waving hand,1F44B,👋,override,bon
Salutations et expressions courantes,à demain,see you tomorrow,waving hand,1F44B,👋,override,bon
Salutations et expressions courantes,s'il vous plaît,please (formal),pleading face,1F97A,🥺,tag,bon
Salutations et expressions courantes,s'il te plaît,please (informal),pleading face,1F97A,🥺,tag,bon
Salutations et expressions courantes,merci,thank you,folded hands,1F64F,🙏,override,bon
Salutations et expressions courantes,de rien,you're welcome,folded hands,1F64F,🙏,override,bon
Salutations et expressions courantes,pardon,sorry / excuse me,confused face,1F615,😕,tag,bon
Salutations et expressions courantes,excusez-moi,excuse me (formal),person bowing,1F647,🙇,override,bon
Salutations et expressions courantes,bienvenue,welcome,waving hand,1F44B,👋,override,bon
Salutations et expressions courantes,félicitations,congratulations,clapping hands,1F44F,👏,tag,bon
Salutations et expressions courantes,bon anniversaire,happy birthday,birthday cake,1F382,🎂,override,bon
Salutations et expressions courantes,bonne chance,good luck,four leaf clover,1F340,🍀,override,bon
Salutations et expressions courantes,bon appétit,enjoy your meal,fork and knife with plate,1F37D,🍽️,override,bon
Salutations et expressions courantes,enchanté,nice to meet you,handshake,1F91D,🤝,override,bon
Vacances et bord de mer,la valise,suitcase,luggage,1F9F3,🧳,tag,bon
Vacances et bord de mer,le passeport,passport,passport control,1F6C2,🛂,tag,bon
Vacances et bord de mer,la crème solaire,sunscreen,sun,2600,☀️,override,bon
Vacances et bord de mer,les lunettes de soleil,sunglasses,sunglasses,1F576,🕶️,annotation,bon
Vacances et bord de mer,le parasol,beach umbrella,beach with umbrella,1F3D6,🏖️,override,bon
Vacances et bord de mer,la vague,wave,water wave,1F30A,🌊,override,bon
Vacances et bord de mer,le coquillage,seashell,spiral shell,1F41A,🐚,override,bon
Vacances et bord de mer,la croisière,cruise,ship,1F6A2,🚢,override,bon
Vacances et bord de mer,bronzer,to tan,sun,2600,☀️,override,bon
Vacances et bord de mer,se baigner,to swim / bathe,person swimming,1F3CA,🏊️,override,bon
Vacances et bord de mer,le port,harbor / port,anchor,2693,⚓️,override,bon
Le marché et les commerçants,le boucher,butcher (person),cut of meat,1F969,🥩,override,bon
Le marché et les commerçants,le poissonnier,fishmonger,fish,1F41F,🐟️,override,bon
Le marché et les commerçants,le fleuriste,florist,bouquet,1F490,💐,override,bon
Le marché et les commerçants,le primeur,greengrocer,carrot,1F955,🥕,override,bon
Le marché et les commerçants,le marchand,merchant / seller,bust in silhouette,1F464,👤,override,bon
Le marché et les commerçants,un kilo de,a kilo of,balance scale,2696,⚖️,override,bon
Le marché et les commerçants,l'étal,market stall,shopping cart,1F6D2,🛒,override,bon
Les jeux,le jeu de société,board game,game die,1F3B2,🎲,override,bon
Les jeux,les dés,dice,game die,1F3B2,🎲,tag,bon
Les jeux,le puzzle,puzzle,puzzle piece,1F9E9,🧩,tag,bon
Les jeux,la devinette,riddle,thinking face,1F914,🤔,override,bon
Les jeux,le pion,game piece / pawn,chess pawn,265F,♟️,override,bon
Les jeux,le plateau de jeu,game board,game die,1F3B2,🎲,override,bon
Les jeux,la piñata,piñata,piñata,1FA85,🪅,annotation,bon
États physiques et santé,malade,sick,face with medical mask,1F637,😷,tag,bon
États physiques et santé,en bonne santé,healthy,green heart,1F49A,💚,override,bon
États physiques et santé,en forme,fit / well,flexed biceps,1F4AA,💪,override,bon
États physiques et santé,guéri,healed / recovered,adhesive bandage,1FA79,🩹,override,bon
États physiques et santé,blessé,injured,adhesive bandage,1FA79,🩹,override,bon
États physiques et santé,la fièvre,fever,face with thermometer,1F912,🤒,tag,bon
États physiques et santé,le rhume,cold (illness),grinning face with sweat,1F605,😅,tag,bon
États physiques et santé,la maladie,illness,face with medical mask,1F637,😷,override,bon
États physiques et santé,la grippe,flu,sneezing face,1F927,🤧,override,bon
États physiques et santé,tousser,to cough,face with medical mask,1F637,😷,override,bon
États physiques et santé,éternuer,to sneeze,sneezing face,1F927,🤧,override,bon
États physiques et santé,avoir mal,to hurt / be in pain,face with head-bandage,1F915,🤕,override,bon
